_input,_num,_widgetName,_source,_resultNumber,_pageUrl,column_1_number,column_2,column_3,column_4_number,column_4,column_5_number,column_6,column_7
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,7,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,4,Allen Artis,DB,6; 1,6'1",190,Fr,Marietta GA
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,140,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,13,Kane Banner,QB,6; 2,6'2",190,So,Lumberton NC
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,251,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,21,Adrian Baker,CB,5; 11,5'11",165,Fr,Hollywood FL
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,369,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,8,Detrick Bonner,S,6; 0,6'0",194,Sr,McDonough GA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,472,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,83,Braxton Berrios,WR,5; 9,5'9",185,Fr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,588,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,72,Kareem Are,OL,6; 6,6'6",335,Jr,Floral Park NY
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,690,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,37,Drew Barksdale,WR,5; 11,5'11",193,So,Solon OH
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,760,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,19,Jerry Arlinghaus,QB,6; 4,6'4",213,Jr,Louisville KY
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,877,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,89,Jamie Alvarez,WR,6; 1,6'1",197,Sr,Ft. Myers FL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,997,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,36,Wil Baumann,P,6; 6,6'6",197,Sr,Wilmington NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1113,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,51,Zach Bradshaw,LB,6; 3,6'3",210,So,Damascus MD
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1214,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,7,Adam Bertke,QB,6; 6,6'6",210,Fr,Maria Stein OH
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1309,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,18,John Armstrong,WR,5; 9,5'9",165,So,Orlando FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1400,RostersTake1,RostersTake1,7,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,83,Sean Avant,WR,5; 10,5'10",183,Fr,Miramar FL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,8,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,51,Alex Bales,LB,6; 4,6'4",225,Fr,Kansas City MO
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,141,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,4,Johnell Barnes,WR,6; 0,6'0",170,So,Lehigh Acres FL
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,252,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,9,Tavaris Barnes,DE,6; 4,6'4",275,Sr,Jacksonville FL
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,370,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,,Michael Brainard,WR,6; 0,6'0",188,Jr,Clifton VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,473,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,54,JaWand Blue,LB,6; 0,6'0",232,So,Boca Raton FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,589,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,58,Ryan Arnold,OL,6; 3,6'3",250,Jr,Orlando FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,691,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,67,Seth Betancourt,OL,6; 6,6'6",300,Sr,Riverside NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,761,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,46,Lamar Atkins,LB,5; 11,5'11",216,So,Miami FL
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,878,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,57,Niko Anderson,OL,6; 3,6'3",281,Fr,Macon GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,998,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,52,Cole Blankenship,C,6; 2,6'2",286,Fr,Mocksville NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1114,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,58,Chris Brathwaite,DT,6; 1,6'1",280,Sr,Brooklyn NY
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1215,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,69,Adam Bisnowaty,OL,6; 6,6'6",305,So,Pittsburgh PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1310,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,40,Josh Banks,DE,6; 4,6'4",250,So,Cary NC
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1401,RostersTake1,RostersTake1,8,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,46,PJ Batten,LB,6; 3,6'3",218,Fr,Miami FL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,9,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,45,Mikey Bart,DE,6; 3,6'3",245,So,Buford GA
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,142,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,85,Dan Beilinson,TE,6; 5,6'5",255,So,Cary NC
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,253,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,79,Isaiah Battle,T,6; 7,6'7",275,Jr,Brooklyn NY
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,371,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,38,Michael Branthover,P,5; 9,5'9",202,Sr,Dayton MD
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,474,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,82,Tyre Brady,WR,6; 3,6'3",203,Fr,Homestead FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,590,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,62,Austin Barron,OL,6; 3,6'3",292,Sr,Fort Lauderdale FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,692,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,8,Josh Bordner,WR,6; 4,6'4",226,Sr,Sykesville MD
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,762,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,88,Javonte Bagley,WR,6; 3,6'3",180,Fr,Vero Beach FL
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,879,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,3,Dennis Andrews,RB,6; 0,6'0",190,So,Tallahassee FL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,999,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,24,Shawn Boone,S,5; 10,5'10",185,Fr,Palm Beach Gardens FL
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1115,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,42,Demeitre Brim,LB,6; 3,6'3",225,Jr,Dundee FL
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1216,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,37,Rori Blair,DL,6; 4,6'4",230,Fr,Pittsburgh PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1311,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,89,Neil Basford,TE,6; 5,6'5",260,Jr,Jacksonville FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1402,RostersTake1,RostersTake1,9,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,1,Ashton Broyld,WR,6; 4,6'4",221,Jr,Rochester NY
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,10,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,29,Jeff Battle,S,6; 1,6'1",200,So,Lenoir NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,143,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,12,Johndre Bennett,WR,5; 11,5'11",200,Jr,Pearcy AR
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,254,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,68,David Beasley,G,6; 4,6'4",320,Sr,Columbus GA
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,372,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,12,Michael Brewer,QB,6; 1,6'1",183,Jr,Lake Travis TX
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,475,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,55,Joe Brown,DT,6; 4,6'4",320,Fr,Paramount CA
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,591,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,38,Cason Beatty,P,6; 3,6'3",224,Jr,Charlotte NC
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,693,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,74,Dave Bowen,OL,6; 7,6'7",288,Jr,Villanova PA
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,763,RostersTake1,RostersTake1,10,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,41,Jarrod Barnes,S,5; 11,5'11",197,So,Westerville OH
